seed,name,n,profile,term_count,run_depth4_label,run_depth4_prob,run_depth4_pred,false_skip,depth2_score,depth4_score,gate_score,sparse_score,depth2_time_s,depth4_time_s,gate_time_s,sparse_time_s,rel_score_vs_sparse,rel_time_vs_sparse,rel_score_vs_depth2,rel_time_vs_depth2
20260801,test_n24_0000_shallow,24,shallow,47,0,2.7407349278973925e-08,0,0,330.60499999999996,330.60499999999996,330.60499999999996,330.60499999999996,0.022005958991940133,0.021738666997407563,0.022005958991940133,0.043744625989347696,0.0,-0.4969448590714016,0.0,0.0
20260801,test_n24_0001_mixed,24,mixed,133,1,0.9999938011169434,1,0,1335.785,1253.2,1253.2,1253.2,0.5122113749966957,5.811675457996898,6.323886832993594,6.323886832993594,0.0,0.0,-0.061825069154092936,11.346244425037202
20260801,test_n24_0002_deep,24,deep,197,1,1.0,1,0,2294.57,2172.835,2172.835,2172.835,0.8350858339981642,10.313948875002097,11.149034709000262,11.149034709000262,0.0,0.0,-0.05305351329442994,12.350764981393244
20260801,test_n24_0003_shallow,24,shallow,61,1,0.04861140996217728,1,0,422.735,418.58000000000004,418.58000000000004,418.58000000000004,0.20483962500293273,1.319994042001781,1.5248336670047138,1.5248336670047138,0.0,0.0,-0.009828852590866554,6.444036606603251
20260801,test_n24_0004_mixed,24,mixed,143,1,0.9999679327011108,1,0,1277.86,1193.055,1193.055,1193.055,0.5643404170114081,6.629545292002149,7.193885709013557,7.193885709013557,0.0,0.0,-0.0663648600003129,11.747422463750514
20260801,test_n24_0005_deep,24,deep,100,1,0.9941444993019104,1,0,823.1850000000001,792.995,792.995,792.995,0.37961458299832884,4.613399791007396,4.993014374005725,4.993014374005725,0.0,0.0,-0.03667462356578418,12.152851859823587
20260801,test_n24_0006_shallow,24,shallow,87,1,0.28432101011276245,1,0,646.08,633.4200000000001,633.4200000000001,633.4200000000001,0.2859468340029707,1.8483048750058515,2.134251709008822,2.134251709008822,0.0,0.0,-0.01959509658246652,6.463806047898573
20260801,test_n24_0007_mixed,24,mixed,58,0,9.716312888485845e-06,0,0,518.5,518.5,518.5,518.5,0.012750750000122935,0.012696208010311238,0.012750750000122935,0.025446958010434173,0.0,-0.4989283200414499,0.0,0.0
20260801,test_n24_0008_deep,24,deep,155,1,0.9999995231628418,1,0,1550.56,1476.6750000000002,1476.6750000000002,1476.6750000000002,0.6280269169947132,7.640403416997287,8.268430333992,8.268430333992,0.0,0.0,-0.04765052626147957,12.165726038557045
20260801,test_n24_0009_shallow,24,shallow,87,1,0.978415846824646,1,0,787.8000000000001,757.61,757.61,757.61,0.3383345409965841,3.516735624987632,3.855070165984216,3.855070165984216,0.0,0.0,-0.03832190911398839,10.394255385893743
