split,name,n,profile,term_count,oracle_depth,predicted_depth,correct_depth,depth2_score,depth2_T,depth2_CNOT,depth2_depth,depth2_ancilla,depth2_time_s,depth3_score,depth3_T,depth3_CNOT,depth3_depth,depth3_ancilla,depth3_time_s,depth4_score,depth4_T,depth4_CNOT,depth4_depth,depth4_ancilla,depth4_time_s,policy_score,policy_time_s,oracle_score,oracle_all_time_s
train,train_n16_0000_mixed,16,mixed,63,4,4,1,422.99499999999995,376,627,627,5,0.12074487499921815,405.72499999999997,360,605,605,5,0.4362502919975668,397.21999999999997,352,596,596,5,1.2482264999998733,397.21999999999997,1.2482264999998733,397.21999999999997,1.8052216669966583
train,train_n16_0001_deep,16,deep,145,4,4,1,1171.305,1056,1721,1721,7,0.3491225409961771,1114.6900000000003,1004,1642,1642,7,1.2164769170049112,1088.525,980,1605,1605,7,3.5791073750006035,1088.525,3.5791073750006035,1088.525,5.144706833001692
train,train_n16_0002_shallow,16,shallow,76,4,4,1,467.34,416,700,700,5,0.14336612499755574,454.28999999999996,404,682,682,5,0.5219503749976866,441.37,392,666,666,5,1.523253166997165,441.37,1.523253166997165,441.37,2.1885696669924073
train,train_n16_0003_mixed,16,mixed,112,4,4,1,860.985,776,1273,1273,5,0.2368339169988758,834.885,752,1237,1237,5,0.884522416999971,804.5,724,1196,1196,5,2.6370173749965033,804.5,2.6370173749965033,804.5,3.75837370899535
train,train_n16_0004_deep,16,deep,196,4,4,1,2370.22,2156,3412,3412,7,0.4927547080005752,2269.9750000000004,2064,3271,3271,7,1.784761167000397,2187.2599999999998,1988,3156,3156,7,5.3240212079981575,2187.2599999999998,5.3240212079981575,2187.2599999999998,7.60153708299913
train,train_n16_0005_shallow,16,shallow,52,4,3,0,246.89,220,386,386,2,0.09222858300199732,233.97000000000003,208,370,370,2,0.33883287500066217,221.05,196,354,354,2,0.9939950420011883,233.97000000000003,0.33883287500066217,221.05,1.4250565000038478
train,train_n16_0006_mixed,16,mixed,115,4,4,1,961.1650000000001,868,1413,1413,5,0.23476241699972888,924.0799999999999,832,1360,1360,6,0.8934067910013255,893.63,804,1318,1318,6,2.669704833999276,893.63,2.669704833999276,893.63,3.7978740420003305
train,train_n16_0007_deep,16,deep,140,4,4,1,1403.75,1272,2038,2038,6,0.30620674999954645,1347.135,1220,1959,1959,6,1.1358663749997504,1299.285,1176,1893,1893,6,3.38514679200307,1299.285,3.38514679200307,1299.285,4.827219917002367
train,train_n16_0008_shallow,16,shallow,82,4,4,1,528.435,472,787,787,5,0.15434149999782676,502.4,448,752,752,5,0.5640387080056826,485.06500000000005,432,729,729,5,1.636756833999243,485.06500000000005,1.636756833999243,485.06500000000005,2.3551370420027524
train,train_n16_0009_mixed,16,mixed,141,4,4,1,1149.1250000000002,1040,1685,1685,5,0.32296879200293915,1101.21,996,1618,1618,5,1.1035273750021588,1061.995,960,1563,1563,5,3.1936895830003778,1061.995,3.1936895830003778,1061.995,4.620185750005476
